commune,id,nom,adresse,ien,niveau,descriptif,page,ENS.CL.MA_nbV,ENS.CL.ELE_nbV,T.R.S._nbV,ENS.CL.MA_nbSV,ENS.CL.ELE_nbSV,T.R.S._nbSV
TOULOUSE,*0311250R*,E.M.PU LAPUJADE,30 ROUTE D'ALBI TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.M.PU,;753 DIR.EC.MAT 0121 7 CLASSES 100 %            1.00;2411 ENS.CL.MA ECMA SANS SPEC.100 %             6.00,173,NA,NA,NA,6,NA,NA
TOULOUSE,*0312293Z*,E.E.PU LARDENNE,20 CHEMIN ROCAMADOUR TOULOUSE Midi-Pyrenees France,IEN:IEN HG 24 POLITIQUE DE LA VILLE ET EDUCI,E.E.PU,;414 DIR.EC.ELE 0119 12 CLASSES100 %    1.00;1424 CLIS.1.MEN CHME OPTION D 100 %             1.00;1940 ENS.CL.ELE ECEL SANS SPEC.100 %           10.00,173,NA,NA,NA,NA,10,NA
TOULOUSE,*0310237P*,E.M.PU LARDENNE,8 PLACE J SAUVEGRAIN TOULOUSE Midi-Pyrenees France,IEN:IEN HG 24 POLITIQUE DE LA VILLE ET EDUCI,E.M.PU,;720 DIR.EC.MAT 0121 6 CLASSES 100 %            1.00;2309 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    4.00,173,1,NA,NA,4,NA,NA
TOULOUSE,*0312232H*,E.M.PU LE BÉARNAIS,3 PLACE INTERIEURE R. GARROS TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,E.M.PU,;561 DIR.EC.MAT 0121 3 CLASSES 100 %            1.00;1280 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;2581 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,173,NA,NA,NA,2,NA,NA
TOULOUSE,*0312397M*,ITEP   LE HOME,66 BIS IMPASSE DE LA GLACIERE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 21 TLSE ASH2,ITEP,;2673 ENS.CL.SPE ECSP OPTION F 100 %             1.00;2700 ENS.CL.SPE ECSP OPTION D 100 %             2.00;2727 E1D SPE      IS    E1D SPE   100 % 1.00,173,NA,NA,NA,NA,NA,NA
TOULOUSE,*0311641R*,E.E.PU LE PASTEL,2 CHEMIN D'ESCALLES TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 2 TOULOUSE SUD,E.E.PU,;193 DIR.EC.ELE 0119 5 CLASSES 100 %            1.00;998 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1218 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00    REMP EN FC + MALADIE;1848 ENS.CL.ELE ECEL SANS SPEC.100 %            4.00,174,NA,NA,NA,NA,4,NA
TOULOUSE,*0312595C*,E.M.PU LE PASTEL,2 CHEMIN D'ESCALLES TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 2 TOULOUSE SUD,E.M.PU,;569 DIR.EC.MAT 0121 3 CLASSES 100 %            1.00;843 REMP.ST.FC 2557 SANS SPEC.100 %    1.00;2623 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,174,NA,NA,NA,2,NA,NA
TOULOUSE,*0311601X*,E.E.PU LES GAIS PINSONS,6 RUE DES GAIS PINSONS TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,E.E.PU,;348 DIR.EC.ELE 0119 10 CLASSES100 %            1.00;1841 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    6.00;2222 ENS.CL.ELE ECEL ESPAGNOL 100 %             1.00;2716 UPEA         IEEL PRIMO ARRI100 %          1.00,174,NA,NA,NA,NA,1,NA
TOULOUSE,*0310947L*,ITEP   LES ORMES,128 ROUTE DE SAINT-SIMON TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 21 TLSE ASH2,ITEP,;2688 ENS.CL.SPE ECSP OPTION D 100 %     4.00    4.00,174,NA,NA,NA,NA,NA,NA
TOULOUSE,*0311024V*,E.E.PU LES OUSTALOUS,65 ROUTE D'ESPAGNE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.E.PU,;256 DIR.EC.ELE 0119 7 CLASSES 100 %            1.00;1809 ENS.CL.ELE ECEL SANS SPEC.100 %            4.00;2219 ENS.CL.ELE ECEL ESPAGNOL 100 %             2.00,174,NA,NA,NA,NA,2,NA
TOULOUSE,*0312006M*,E.M.PU LES OUSTALOUS,65 ROUTE D'ESPAGNE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.M.PU,;618 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;2544 ENS.CL.MA ECMA SANS SPEC.100 %             3.00,174,NA,NA,NA,3,NA,NA
TOULOUSE,*0311124D*RP+,E.M.PU LES PINHOUS,5 RUE DU RECTEUR DOTTIN TOULOUSE Midi-Pyrenees France,IEN:,E.M.PU,;722 DIR.EC.MAT 0121 6 CLASSES 100 %           1.00;976 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00 ZIL REP +;2409 ENS.CL.MA ECMA SANS SPEC.100 %            5.00,175,NA,NA,NA,5,NA,NA
TOULOUSE,*0312679U*,E.E.PU LES TIBAOUS,7 RUE ALBERT CAROVIS TOULOUSE Midi-Pyrenees France,IEN:IEN HG 24 POLITIQUE DE LA VILLE ET EDUCI,E.E.PU,;393 DIR.EC.ELE 0119 11 CLASSES100 %           1.00;846 REMP.ST.FC 2557 SANS SPEC.100 %   2.00;1985 ENS.CL.ELE ECEL SANS SPEC.100 %           9.00;2190 ENS.CL.ELE ECEL ANGLAIS    100 %          1.00,175,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312681W*,E.M.PU LES TIBAOUS,5 RUE ALBERT CAROVIS TOULOUSE Midi-Pyrenees France,IEN:IEN HG 24 POLITIQUE DE LA VILLE ET EDUCI,E.M.PU,;775 DIR.EC.MAT 0121 7 CLASSES 100 %           1.00;847 REMP.ST.FC 2557 SANS SPEC.100 %   1.00;2632 ENS.CL.MA ECMA SANS SPEC.100 %            6.00,175,NA,NA,NA,6,NA,NA
TOULOUSE,*0311823N*,IME    LES TROÈNES,31 RUE DE CLAUSADE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 21 TLSE ASH2,IME,;2691 ENS.CL.SPE ECSP OPTION D 100 %    1.00    3.00,175,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312028L*REP,E.E.PU LES VERGERS,2 IMPASSE DES VERGERS TOULOUSE Midi-Pyrenees France,IEN:IEN HG 24 POLITIQUE DE LA VILLE ET EDUCI,E.E.PU,;232 DIR.EC.ELE 0119 6 CLASSES 100 %           1.00;1886 ENS.CL.ELE ECEL SANS SPEC.100 %           4.00;2140 ENS.CL.ELE ECEL ANGLAIS    100 %          1.00;2872 PSY.RESEAU PSYR SANS SPEC.100 %           1.00,175,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312032R*REP,E.M.PU LES VERGERS,1 IMPASSE DES VERGERS TOULOUSE Midi-Pyrenees France,IEN:IEN HG 24 POLITIQUE DE LA VILLE ET EDUCI,E.M.PU,;620 DIR.EC.MAT 0121 4 CLASSES 100 %           1.00;1025 TIT.R.ZIL 2584 SANS SPEC.100 %    1.00           ZIL REP +;2548 ENS.CL.MA ECMA SANS SPEC.100 %            3.00,175,NA,NA,NA,3,NA,NA
TOULOUSE,*0311021S*,E.E.PU LESPINASSE,3 RUE DU CHAIREDON TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,E.E.PU,;298 DIR.EC.ELE 0119 8 CLASSES 100 %            1.00;966 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1389 CLIS.1.MEN CHME OPTION D 100 %     1.00;1808 ENS.CL.ELE ECEL SANS SPEC.100 %            5.00;2101 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00,176,NA,NA,NA,NA,1,NA
TOULOUSE,*0312155Z*REP,E.E.PU LITTRÉ,2 PLACE PAUL BERTIER TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 3 TOULOUSE RIVE GAUCHI,E.E.PU,;339 DIR.EC.ELE 0119 9 CLASSES 100 %            1.00;1047 TIT.R.ZIL 2584 SANS SPEC.100 %     1.00;1269 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1912 ENS.CL.ELE ECEL SANS SPEC.100 %            4.00;2152 ENS.CL.ELE ECEL ANGLAIS      100 %         3.00;2229 ENS.CL.ELE ECEL ESPAGNOL 100 %             1.00;2879 PSY.RESEAU PSYR SANS SPEC.100 %    1.00,176,NA,NA,NA,NA,1,NA
TOULOUSE,*0311551T*REP,E.M.PU LITTRÉ,215 CHEMIN DE TOURNEFEUILLE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 3 TOULOUSE RIVE GAUCHI,E.M.PU,;591 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;1208 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;2435 ENS.CL.MA ECMA SANS SPEC.100 %             3.00,176,NA,NA,NA,3,NA,NA
TOULOUSE,*0311304Z*RP+,E.M.PU LOUISE MICHEL,22 BIS RUE JULES AMILHAU TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.M.PU,;588 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;979 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00   ZIL REP +;2419 ENS.CL.MA ECMA SANS SPEC.100 %             3.00,176,NA,NA,NA,3,NA,NA
TOULOUSE,*0312750W*,E.E.PU LUCIE AUBRAC,38 AVENUE DE FRONTON TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.E.PU,;274 DIR.EC.ELE 0119 7 CLASSES 100 %            1.00;1097 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1437 CLIS.1.MEN CHME OPTION D 100 %             1.00;1994 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    3.00;2197 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00,176,NA,NA,NA,NA,1,NA
TOULOUSE,*0312941D*,E.M.PU LUCIE AUBRAC,38 AVENUE DE FRONTON TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.M.PU,;642 DIR.EC.MAT 0121 4 CLASSES 100 %    1.00;2663 ENS.CL.MA ECMA SANS SPEC.100 %     3.00,177,3,NA,1,NA,NA,9
TOULOUSE,*0310960A*REP,E.E.PU LÉO LAGRANGE,39 ALLEE HENRI SELLIER TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.E.PU,;252 DIR.EC.ELE 0119 7 CLASSES 100 %            1.00;958 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1187 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1563 ENS.APP.EL EAPL APPLICAT 100 %             1.00;1796 ENS.CL.ELE ECEL SANS SPEC.100 %            5.00,177,NA,NA,1,NA,5,10
TOULOUSE,*0310200Z*REP,E.M.PU LÉO LAGRANGE,35 ALLEE HENRI SELLIER TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.M.PU,;654 DIR.EC.MAT 0121 5 CLASSES 100 %            1.00;2278 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,177,NA,NA,NA,4,NA,NA
TOULOUSE,*0311961N*REP,E.E.PU LÉONCE BOURLIAGUET,73 RUE ARISTIDE MAILLOL TOULOUSE Midi-Pyrenees France,IEN:IEN HG 24 POLITIQUE DE LA VILLE ET EDUCI,E.E.PU,;197 DIR.EC.ELE 0119 5 CLASSES 100 %            1.00;1023 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1247 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1881 ENS.CL.ELE ECEL SANS SPEC.100 %            4.00,177,NA,NA,NA,NA,4,NA
TOULOUSE,*0311960M*REP,E.M.PU LÉONCE BOURLIAGUET,73 RUE ARISTIDE MAILHOL TOULOUSE Midi-Pyrenees France,IEN:IEN HG 24 POLITIQUE DE LA VILLE ET EDUCI,E.M.PU,;615 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;2536 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    2.00,177,1,NA,NA,2,NA,6
TOULOUSE,*0311016L*RP+,E.E.PU MARCEL PAGNOL,7 RUE ERNEST DUFER TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,E.E.PU,;297 DIR.EC.ELE 0119 8 CLASSES 100 %            1.00;965 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1807 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    5.00;2100 ENS.CL.ELE ECEL ANGLAIS     100 %          1.00,177,NA,NA,NA,NA,1,7
TOULOUSE,*0311917R*,HOP DE MARCHANT,134 ROUTE D'ESPAGNE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 21 TLSE ASH2,HOP DE,;809 DIR.EL.SPE 0190 5-9 CLASSE100 %            1.00;2694 ENS.CL.SPE ECSP OPTION D 100 %             4.00,178,NA,NA,NA,NA,NA,7
TOULOUSE,*0310934X*,E.E.PU MARENGO-PÉRIOLE,98 RUE DE PERIOLE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.E.PU,;294 DIR.EC.ELE 0119 8 CLASSES 100 %            1.00;956 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1184 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1792 ENS.CL.ELE ECEL SANS SPEC.100 %            6.00;2094 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00,178,NA,NA,NA,NA,1,9
TOULOUSE,*0310234L*,E.M.PU MARENGO-PÉRIOLE,9 RUE DU MARECHAL GALLIENI TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.M.PU,;661 DIR.EC.MAT 0121 5 CLASSES 100 %            1.00;814 REMP.ST.FC 2557 SANS SPEC.100 %            1.00;2306 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,178,NA,NA,1,4,NA,NA
TOULOUSE,*0312427V*REP,E.E.PU MARIE ET PIERRE CURIE,3 RUE BAPTISTE MARCET TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.E.PU,;466 DIR.EC.ELE 0119 15 CLASSES100 %            1.00;1083 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1431 CLIS.1.MEN CHME OPTION D 100 %     1.00;1958 ENS.CL.ELE ECEL SANS SPEC.100 %    2.00   10.00;2181 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00;2901 PSY.RESEAU PSYR SANS SPEC.100 %            1.00,178,NA,NA,NA,NA,1,NA
TOULOUSE,*0310218U*REP,E.M.PU MARIE ET PIERRE CURIE,59 CHEMIN LINIERES TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.M.PU,;717 DIR.EC.MAT 0121 6 CLASSES 100 %    1.00;2294 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    4.00,178,1,NA,NA,4,NA,NA
TOULOUSE,*0310216S*,E.M.PU MATABIAU,40 RUE MATABIAU TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,E.M.PU,;657 DIR.EC.MAT 0121 5 CLASSES 100 %            1.00;1110 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;2292 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,179,NA,NA,NA,4,NA,NA
TOULOUSE,*0311025W*,E.E.A. MAURICE BÉCANNE,85 AVENUE DE MURET TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.E.A.,;805 DIR.AN.ELE 0127 7 CLASSES 100 %            1.00;860 REMP.ST.LO 2558 SANS SPEC.100 %    1.00 REMPLACEMENT EN ASH;967 TIT.R.ZIL 2584 SANS SPEC.100 %     1.00    1.00;1566 ENS.APP.EL EAPL APPLICAT 100 %     1.00    4.00;1810 ENS.CL.ELE ECEL SANS SPEC.100 %            1.00;2770 MA.G.RES     MGR OPTION G 100 %    1.00;2855 PSY.RESEAU PSYR SANS SPEC.100 %            1.00;2937 REG.ADAP     RGA OPTION E 100 %    1.00,179,NA,NA,NA,NA,1,NA
TOULOUSE,*0312004K*,E.M.A. MAURICE BÉCANNE,3 IMPASSE BOUTIGNON TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.M.A.,;801 DIR.AN.MAT 0126 4 CLASSES 100 %            1.00;1250 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1585 ENS.APP.MA EAPM APPLICAT 100 %             3.00,179,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312324H*REP,E.E.PU MAURICE JACQUIER,7 RUE DU POITOU TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.E.PU,;360 DIR.EC.ELE 0119 10 CLASSES100 %            1.00;1073 TIT.R.ZIL 2584 SANS SPEC.100 %     1.00;1289 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1946 ENS.CL.ELE ECEL SANS SPEC.100 %            8.00;2172 ENS.CL.ELE ECEL ANGLAIS     100 %          1.00,179,NA,NA,NA,NA,1,NA
TOULOUSE,*0311395Y*REP,E.M.PU MAURICE JACQUIER,7 RUE DU POITOU TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.M.PU,;671 DIR.EC.MAT 0121 5 CLASSES 100 %            1.00;2430 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,179,NA,NA,NA,4,NA,NA
TOULOUSE,*0310217T*,E.M.PU MERLY,5 RUE MERLY TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,E.M.PU,;534 DIR.EC.MAT 0121 3 CLASSES 100 %            1.00;1111 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;2293 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,180,NA,NA,NA,2,NA,NA
TOULOUSE,*0312077P*,E.E.PU MICHELET,5 BOULEVARD MICHELET TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.E.PU,;353 DIR.EC.ELE 0119 10 CLASSES100 %            1.00;835 REMP.ST.FC 2557 SANS SPEC.100 %    1.00;1028 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1254 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00 REMP EN FC + MALADIE;1890 ENS.CL.ELE ECEL SANS SPEC.100 %            7.00;2227 ENS.CL.ELE ECEL ESPAGNOL 100 %             2.00,180,NA,NA,NA,NA,2,NA
TOULOUSE,*0310231H*,E.M.PU MICHELET,4 BOULEVARD MICHELET TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.M.PU,;582 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;2305 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    2.00,180,1,NA,NA,2,NA,NA
TOULOUSE,*0312276F*,E.E.PU MICHOUN,49 CHEMIN MICHOUN TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.E.PU,;465 DIR.EC.ELE 0119 15 CLASSES100 %    1.00;1068 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1283 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1423 CLIS.1.MEN CHME OPTION D 100 %             1.00;1938 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00   10.00;2165 ENS.CL.ELE ECEL ANGLAIS      100 %         2.00;2891 PSY.RESEAU PSYR SANS SPEC.100 %            1.00;2946 REG.ADAP     RGA OPTION E 100 %            1.00,180,NA,NA,NA,NA,2,NA
TOULOUSE,*0312229E*,E.M.PU MICHOUN MAT A,2 IMPASSE LIPPMAN TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.M.PU,;701 DIR.EC.MAT 0121 5 CLASSES 100 %            1.00;2580 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,180,NA,NA,NA,4,NA,NA
TOULOUSE,*0312573D*,E.M.PU MICHOUN MAT B,4 RUE DE SAINT-TROPEZ TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.M.PU,;705 DIR.EC.MAT 0121 5 CLASSES 100 %    1.00;2621 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,181,NA,NA,NA,4,NA,NA
TOULOUSE,*0312078R*,E.E.PU MOLIÈRE,36 RUE SAINTE-LUCIE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 3 TOULOUSE RIVE GAUCHI,E.E.PU,;310 DIR.EC.ELE 0119 8 CLASSES 100 %            1.00;1029 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1255 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1574 ENS.APP.EL EAPL APPLICAT 100 %             1.00;1891 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    5.00,181,NA,1,NA,NA,5,NA
TOULOUSE,*0310239S*,E.M.PU MOLIÈRE,32 RUE SAINTE- LUCIE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 3 TOULOUSE RIVE GAUCHI,E.M.PU,;583 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;1117 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;2310 ENS.CL.MA ECMA SANS SPEC.100 %             3.00,181,NA,NA,NA,3,NA,NA
TOULOUSE,*0311569M*,E.E.PU MONGE,12 RUE SOULT TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.E.PU,;261 DIR.EC.ELE 0119 7 CLASSES 100 %    1.00;989 TIT.R.ZIL 2584 SANS SPEC.100 %     1.00;1213 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1839 ENS.CL.ELE ECEL SANS SPEC.100 %            4.00;2117 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00;2715 UPEA         IEEL PRIMO ARRI100 %          1.00,181,NA,NA,NA,NA,1,NA
TOULOUSE,*0311923X*,E.E.PU MONTAUDRAN,IMPASSE GASTON GENIN TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.E.PU,;267 DIR.EC.ELE 0119 7 CLASSES 100 %    1.00;1246 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1880 ENS.CL.ELE ECEL SANS SPEC.100 %            6.00,181,NA,NA,NA,NA,6,NA
TOULOUSE,*0312295B*,E.M.PU MONTAUDRAN,2 IMPASSE BOSSOUTROT TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.M.PU,;702 DIR.EC.MAT 0121 5 CLASSES 100 %            1.00;2589 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    3.00,182,1,NA,NA,3,NA,NA
TOULOUSE,*0312395K*,IME    MONTAUDRAN,2 ALLEE EMILE MONSO TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 21 TLSE ASH2,IME,;2698 ENS.CL.SPE ECSP OPTION D 100 %     1.00    2.00,182,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312871C*,E.E.PU NIBOUL,8 RUE ARRIA LY TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.E.PU,;275 DIR.EC.ELE 0119 7 CLASSES 100 %            1.00;1316 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00 REMP EN FC + MALADIE;2005 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    4.00;2206 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00,182,NA,NA,NA,NA,1,NA
TOULOUSE,*0312907S*,E.M.PU NIBOUL,RUE ARRIA LY TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.M.PU,;708 DIR.EC.MAT 0121 5 CLASSES 100 %            1.00;2660 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,182,NA,NA,NA,4,NA,NA
TOULOUSE,*0310952S*,E.E.PU NORD,13 BOULEVARD D'ARCOLE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,E.E.PU,;190 DIR.EC.ELE 0119 5 CLASSES 100 %            1.00;957 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1186 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1795 ENS.CL.ELE ECEL SANS SPEC.100 %            3.00;2095 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00,182,NA,NA,NA,NA,1,NA
TOULOUSE,*0310219V*REP,E.M.PU NÉGRENEYS,15 RUE DES ANGES TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.M.PU,;658 DIR.EC.MAT 0121 5 CLASSES 100 %            1.00;1112 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;2295 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,182,NA,NA,NA,4,NA,NA
TOULOUSE,*0312722R*ECL,E.P.PU OLYMPE DE GOUGES,12 RUE VIRGINIA WOOLF TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.P.PU,;424 DIR.EC.ELE 0119 12 CLASSES100 %    1.00;1991 ENS.CL.ELE ECEL SANS SPEC.100 %            5.00;2194 ENS.CL.ELE ECEL ANGLAIS      100 %         2.00;2639 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,183,NA,NA,NA,4,2,NA
TOULOUSE,*0312542V*RP+,E.E.PU PAPUS,46 ALLEE DE GUYENNE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.E.PU,;451 DIR.EC.ELE 0119 14 CLASSES100 %            1.00;1089 TIT.R.ZIL 2584 SANS SPEC.100 %             2.00 DONT 1 ZIL REP +;1974 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00   10.00;2187 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00;2725 UPEA         IEEL PRIMO ARRI100 %          1.00;2950 REG.ADAP     RGA OPTION E 100 %            1.00,183,NA,NA,NA,NA,1,NA
TOULOUSE,*0310240T*RP+,E.M.PU PAPUS,48 ALLEE DE GUYENNE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.M.PU,;721 DIR.EC.MAT 0121 6 CLASSES 100 %            1.00;816 REMP.ST.FC 2557 SANS SPEC.100 %            1.00;880 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00   ZIL REP +;1582 ENS.APP.MA EAPM APPLICAT 100 %             1.00;2311 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,183,NA,NA,NA,4,NA,NA
